,last_name,first_name,birthday,gender,type,state,party
7775,Cleary,William,1849-07-20,M,rep,NY,Democrat
7787,Heflin,James,1869-04-09,M,sen,AL,Democrat
7789,Jarrett,William,1877-08-22,M,rep,HI,Democrat
7790,Johnson,Ben,1858-05-20,M,rep,KY,Democrat
7794,Lee,Gordon,1859-05-29,M,rep,GA,Democrat
7796,Little,Chauncey,1877-02-10,M,rep,KS,Democrat
7808,Raker,John,1863-02-22,M,rep,CA,Democrat
7809,Ransdell,Joseph,1858-10-07,M,sen,LA,Democrat
7811,Rouse,Arthur,1874-06-20,M,rep,KY,Democrat
7814,Simmons,Furnifold,1854-01-20,M,sen,NC,Democrat
7815,Smithwick,John,1872-07-17,M,rep,FL,Democrat
7820,Taylor,James,1878-09-25,M,rep,WV,Democrat
7822,Thomas,Robert,1855-07-13,M,rep,KY,Democrat
7825,Tyson,Lawrence,1861-07-04,M,sen,TN,Democrat
7826,Upshaw,William,1866-10-15,M,rep,GA,Democrat
7837,Hawes,Harry,1869-11-15,M,sen,MO,Democrat
7839,Steck,Daniel,1881-12-16,M,sen,IA,Democrat
7846,Black,Eugene,1879-07-02,M,rep,TX,Democrat
7850,Bowling,William,1870-09-24,M,rep,AL,Democrat
7852,Broussard,Edwin,1874-12-04,M,sen,LA,Democrat
7855,Caraway,Thaddeus,1871-10-17,M,sen,AR,Democrat
7857,Cohen,William,1874-09-06,M,rep,NY,Democrat
7858,Combs,George,1899-05-02,M,rep,MO,Democrat
7862,Davey,Martin,1884-07-25,M,rep,OH,Democrat
7863,Deal,Joseph,1860-11-19,M,rep,VA,Democrat
7869,Gallivan,James,1866-10-22,M,rep,MA,Democrat
7870,Gardner,Frank,1872-05-08,M,rep,IN,Democrat
7871,Garrett,Finis,1875-08-26,M,rep,TN,Democrat
7874,Harrison,Thomas,1856-08-05,M,rep,VA,Democrat
7877,Howard,Everette,1873-09-19,M,rep,OK,Democrat
7878,Jacobstein,Meyer,1880-01-25,M,rep,NY,Democrat
7880,Kent,Everett,1888-11-15,M,rep,PA,Democrat
7881,Kindred,John,1864-07-15,M,rep,NY,Democrat
7883,Lazaro,Ladislas,1872-06-05,M,rep,LA,Democrat
7884,Lowrey,Bill,1862-05-25,M,rep,MS,Democrat
7885,Lyon,Homer,1879-03-01,M,rep,NC,Democrat
7890,Moore,Paul,1868-08-05,M,rep,NJ,Democrat
7891,Moorman,Henry,1880-06-09,M,rep,KY,Democrat
7893,Morrow,John,1865-04-19,M,rep,NM,Democrat
7895,O’Brien,William,1862-01-08,M,rep,WV,Democrat
7897,Oldfield,William,1874-02-04,M,rep,AR,Democrat
7898,Overman,Lee,1854-01-03,M,sen,NC,Democrat
7900,Peery,George,1873-10-28,M,rep,VA,Democrat
7902,Reed,James,1881-01-02,M,rep,AR,Democrat
7903,Rubey,Thomas,1862-09-27,M,rep,MO,Democrat
7911,Tillman,John,1859-12-13,M,rep,AR,Democrat
7916,Ware,Orie,1882-05-11,M,rep,KY,Democrat
7920,White,Sebastian,1864-12-24,M,rep,CO,Democrat
7922,Wilson,Thomas,1893-01-24,M,rep,MS,Democrat
7927,Locher,Cyrus,1878-03-08,M,sen,OH,Democrat
7931,Bell,Thomas,1861-03-17,M,rep,GA,Democrat
7933,Box,John,1871-03-28,M,rep,TX,Democrat
7935,Brock,William,1872-03-14,M,sen,TN,Democrat
7937,Carew,John,1873-04-16,M,rep,NY,Democrat
7938,Casey,John,1875-05-26,M,rep,PA,Democrat
7947,Dill,Clarence,1884-09-21,M,sen,WA,Democrat
7948,Dorsey,John,1891-08-10,M,rep,KY,Democrat
7949,Doyle,Thomas,1886-01-09,M,rep,IL,Democrat
7956,Fisher,Hubert,1877-10-06,M,rep,TN,Democrat
7968,Hammer,William,1865-03-24,M,rep,NC,Democrat
7975,Hudspeth,Claude,1877-05-12,M,rep,TX,Democrat
7978,James,Hinton,1884-04-24,M,rep,NC,Democrat
7986,Kendrick,John,1857-09-06,M,sen,WY,Democrat
7989,Kincheloe,David,1877-04-09,M,rep,KY,Democrat
7995,Lee,Robert,1869-01-12,M,rep,TX,Democrat
7997,Martin,Whitmell,1867-08-12,M,rep,LA,Democrat
7998,McCloskey,Augustus,1878-09-23,M,rep,TX,Democrat
8004,Moore,Robert,1859-02-06,M,rep,VA,Democrat
8008,O’Connell,David,1868-12-25,M,rep,NY,Democrat
8009,O’Connell,Jeremiah,1883-07-08,M,rep,RI,Democrat
8011,O’Connor,James,1870-04-04,M,rep,LA,Democrat
8012,Oldfield,Pearl,1876-12-02,F,rep,AR,Democrat
8017,Quayle,John,1868-12-01,M,rep,NY,Democrat
8028,Spearing,James,1864-04-23,M,rep,LA,Democrat
8031,Stedman,Charles,1841-01-29,M,rep,NC,Democrat
8032,Steele,Leslie,1868-11-21,M,rep,GA,Democrat
8033,Stephens,Hubert,1875-07-02,M,sen,MS,Democrat
8038,Swanson,Claude,1862-03-31,M,sen,VA,Democrat
8044,Weller,Royal,1881-07-02,M,rep,NY,Democrat
8045,Whitehead,Joseph,1867-10-31,M,rep,VA,Democrat
8047,Wingo,Otis,1877-06-18,M,rep,AR,Democrat
8053,Williamson,Ben,1864-10-16,M,sen,KY,Democrat
8059,Aswell,James,1869-12-23,M,rep,LA,Democrat
8063,Barton,William,1868-04-11,M,rep,MO,Democrat
8068,Bratton,Sam,1888-08-19,M,sen,NM,Democrat
8075,Canfield,Harry,1875-11-22,M,rep,IN,Democrat
8084,Collier,James,1872-09-28,M,rep,MS,Democrat
8087,Coolidge,Marcus,1865-10-06,M,sen,MA,Democrat
8089,Costigan,Edward,1874-07-01,M,sen,CO,Democrat
8093,Crisp,Charles,1870-10-19,M,rep,GA,Democrat
8097,Davis,Ewin,1876-02-05,M,rep,TN,Democrat
8100,Dominick,Frederick,1877-02-20,M,rep,SC,Democrat
8101,Douglas,Lewis,1894-07-02,M,rep,AZ,Democrat
8102,Drane,Herbert,1863-06-20,M,rep,FL,Democrat
8106,Edwards,Charles,1878-07-02,M,rep,GA,Democrat
8108,Eslick,Edward,1872-04-19,M,rep,TN,Democrat
8109,Eslick,Willa,1878-09-08,F,rep,TN,Democrat
8111,Evans,John,1863-01-07,M,rep,MT,Democrat
8113,Fishburne,John,1868-03-08,M,rep,VA,Democrat
8114,Flood,Joel,1894-08-02,M,rep,VA,Democrat
8118,Fulbright,James,1877-01-24,M,rep,MO,Democrat
8120,Garrett,Daniel,1869-04-28,M,rep,TX,Democrat
8121,Gilbert,Ralph,1882-01-17,M,rep,KY,Democrat
8122,Gillen,Courtland,1880-07-03,M,rep,IN,Democrat
8125,Gore,Thomas,1870-12-10,M,sen,OK,Democrat
8131,Hall,Robert,1879-03-10,M,rep,MS,Democrat
8134,Harris,William,1868-02-03,M,sen,GA,Democrat
8146,Hull,Cordell,1871-10-02,M,sen,TN,Democrat
8149,Igoe,James,1883-10-23,M,rep,IL,Democrat
8151,Johnson,Robert,1883-08-12,M,rep,MO,Democrat
8155,Karch,Charles,1875-03-17,M,rep,IL,Democrat
8160,Kunz,Stanley,1864-09-26,M,rep,IL,Democrat
8163,Lankford,William,1877-12-07,M,rep,GA,Democrat
8164,Larsen,William,1871-08-12,M,rep,GA,Democrat
8167,Lichtenwalner,Norton,1889-06-01,M,rep,PA,Democrat
8168,Linthicum,John,1867-11-26,M,rep,MD,Democrat
8173,Major,Samuel,1869-07-02,M,rep,MO,Democrat
8178,Mobley,William,1906-12-07,M,rep,GA,Democrat
8179,Mooney,Charles,1879-01-05,M,rep,OH,Democrat
8181,Moore,John,1877-06-09,M,rep,KY,Democrat
8188,Norton,John,1878-05-12,M,rep,NE,Democrat
8189,Owen,Ruth,1885-10-02,F,rep,FL,Democrat
8191,Patterson,LaFayette,1888-08-23,M,rep,AL,Democrat
8197,Quin,Percy,1872-10-30,M,rep,MS,Democrat
8199,Robinson,Joseph,1872-08-26,M,sen,AR,Democrat
8201,Rutherford,Samuel,1870-03-15,M,rep,GA,Democrat
8212,Stevenson,William,1861-11-23,M,rep,SC,Democrat
8213,Stewart,Percy,1867-01-10,M,rep,NJ,Democrat
8222,Tierney,William,1876-08-06,M,rep,CT,Democrat
8225,Tucker,Henry,1853-04-05,M,rep,VA,Democrat
8229,Walsh,Thomas,1859-06-12,M,sen,MT,Democrat
8235,Williams,Guinn,1871-04-22,M,rep,TX,Democrat
8237,Wingo,Effiegene,1883-04-13,F,rep,AR,Democrat
8239,Wright,William,1866-01-06,M,rep,GA,Democrat
8243,Yon,Thomas,1882-03-14,M,rep,FL,Democrat
8244,Cohen,John,1870-02-26,M,sen,GA,Democrat
8246,Long,Huey,1893-08-30,M,sen,LA,Democrat
8248,Walker,Walter,1883-04-03,M,sen,CO,Democrat
8249,Abernethy,Charles,1872-03-18,M,rep,NC,Democrat
8250,Adams,Wilbur,1884-10-23,M,rep,DE,Democrat
8251,Allgood,Miles,1878-02-22,M,rep,AL,Democrat
8252,Almon,Edward,1860-04-18,M,rep,AL,Democrat
8254,Auf Der Heide,Oscar,1874-12-08,M,rep,NJ,Democrat
8255,Ayres,William,1867-04-19,M,rep,KS,Democrat
8256,Bachman,Nathan,1878-08-02,M,sen,TN,Democrat
8257,Bailey,Joseph,1892-12-15,M,rep,TX,Democrat
8261,Black,Hugo,1886-02-27,M,sen,AL,Democrat
8262,Black,Loring,1886-05-17,M,rep,NY,Democrat
8265,Brand,Charles,1861-04-20,M,rep,GA,Democrat
8266,Briggs,Clay,1876-01-08,M,rep,TX,Democrat
8268,Brown,Fred,1879-04-12,M,sen,NH,Democrat
8269,Brown,John,1900-02-01,M,rep,KY,Democrat
8270,Browning,Gordon,1889-11-22,M,rep,TN,Democrat
8272,Bulkley,Robert,1880-10-08,M,sen,OH,Democrat
8273,Burke,John,1894-06-02,M,rep,CA,Democrat
8274,Busby,Thomas,1884-07-26,M,rep,MS,Democrat
8275,Cady,Claude,1878-05-28,M,rep,MI,Democrat
8276,Carley,Patrick,1866-02-02,M,rep,NY,Democrat
8277,Carpenter,Terry,1900-03-28,M,rep,NE,Democrat
8280,Church,Denver,1862-12-11,M,rep,CA,Democrat
8284,Coffin,Thomas,1887-10-25,M,rep,ID,Democrat
8286,Crump,Edward,1874-10-02,M,rep,TN,Democrat
8288,Dickinson,Clement,1849-12-06,M,rep,MO,Democrat
8289,Dieterich,William,1876-03-31,M,sen,IL,Democrat
8290,Douglass,John,1873-02-09,M,rep,MA,Democrat
8291,Duffy,Francis,1888-06-23,M,sen,WI,Democrat
8292,Durgan,George,1872-01-20,M,rep,IN,Democrat
8294,Ellzey,Lawrence,1891-03-20,M,rep,MS,Democrat
8296,Erickson,John,1863-03-14,M,sen,MT,Democrat
8298,Fitzgibbons,John,1868-07-10,M,rep,NY,Democrat
8299,Fletcher,Duncan,1859-01-06,M,sen,FL,Democrat
8301,Foulkes,George,1878-12-25,M,rep,MI,Democrat
8303,Garner,John,1868-11-22,M,rep,TX,Democrat
8304,Gillespie,James,1869-04-18,M,rep,IL,Democrat
8305,Glover,David,1868-01-18,M,rep,AR,Democrat
8307,Hamilton,Finley,1886-06-19,M,rep,KY,Democrat
8308,Hart,Michael,1877-07-16,M,rep,MI,Democrat
8309,Hastings,William,1866-12-31,M,rep,OK,Democrat
8310,Henney,Charles,1884-02-02,M,rep,WI,Democrat
8311,Hoidale,Einar,1870-08-17,M,rep,MN,Democrat
8313,Hornor,Lynn,1874-11-03,M,rep,WV,Democrat
8314,Howard,Edgar,1858-09-16,M,rep,NE,Democrat
8315,Hughes,James,1883-08-07,M,rep,WI,Democrat
8317,Jeffers,Lamar,1888-04-16,M,rep,AL,Democrat
8320,Kemp,Bolivar,1871-12-28,M,rep,LA,Democrat
8322,Lee,Frank,1873-03-29,M,rep,MO,Democrat
8323,Lehr,John,1878-11-18,M,rep,MI,Democrat
8324,Lindsay,George,1865-03-28,M,rep,NY,Democrat
8325,Lonergan,Augustine,1874-05-20,M,sen,CT,Democrat
8326,Lozier,Ralph,1866-01-28,M,rep,MO,Democrat
8327,Major,James,1887-01-05,M,rep,IL,Democrat
8328,Marland,Ernest,1874-05-08,M,rep,OK,Democrat
8329,Martin,Charles,1863-10-01,M,rep,OR,Democrat
8330,McAdoo,William,1863-10-31,M,sen,CA,Democrat
8331,McCandless,Lincoln,1859-09-18,M,rep,HI,Democrat
8332,McClintic,James,1878-09-08,M,rep,OK,Democrat
8334,McGill,George,1879-02-12,M,sen,KS,Democrat
8336,McKeown,Thomas,1878-06-04,M,rep,OK,Democrat
8337,Milligan,Jacob,1889-03-09,M,rep,MO,Democrat
8338,Morehead,John,1861-12-03,M,rep,NE,Democrat
8341,Murphy,Richard,1875-11-06,M,sen,IA,Democrat
8342,Musselwhite,Harry,1868-05-23,M,rep,MI,Democrat
8343,Nesbit,Walter,1878-05-01,M,rep,IL,Democrat
8345,O’Loughlin McCarthy,Kathryn,1894-04-24,F,rep,KS,Democrat
8346,Oliver,Frank,1883-10-02,M,rep,NY,Democrat
8348,Parker,Homer,1885-09-25,M,rep,GA,Democrat
8351,Pope,James,1884-03-31,M,sen,ID,Democrat
8352,Pou,Edward,1863-09-09,M,rep,NC,Democrat
8353,Prall,Anning,1870-09-17,M,rep,NY,Democrat
8354,Ragon,Heartsill,1885-03-20,M,rep,AR,Democrat
8355,Rainey,Henry,1860-08-20,M,rep,IL,Democrat
8357,Ruffin,James,1893-07-24,M,rep,MO,Democrat
8358,Shallenberger,Ashton,1862-12-23,M,rep,NE,Democrat
8366,Strong,Sterling,1862-08-17,M,rep,TX,Democrat
8367,Studley,Elmer,1869-09-24,M,rep,NY,Democrat
8368,Swank,Fletcher,1875-04-24,M,rep,OK,Democrat
8370,Terrell,George,1862-12-05,M,rep,TX,Democrat
8371,Thompson,William,1853-12-14,M,sen,NE,Democrat
8373,Utterback,John,1872-07-12,M,rep,ME,Democrat
8376,Weideman,Carl,1898-03-05,M,rep,MI,Democrat
8377,West,Charles,1895-01-12,M,rep,OH,Democrat
8379,Willford,Albert,1877-09-21,M,rep,IA,Democrat
8380,Hunter,Richard,1884-12-03,M,sen,NE,Democrat
8381,Adair,Jackson,1887-02-23,M,rep,IL,Democrat
8383,Arnold,William,1877-10-14,M,rep,IL,Democrat
8384,Ashurst,Henry,1874-09-13,M,sen,AZ,Democrat
8385,Ayers,Roy,1882-11-09,M,rep,MT,Democrat
8388,Berlin,William,1880-03-29,M,rep,PA,Democrat
8389,Blanton,Thomas,1872-10-25,M,rep,TX,Democrat
8390,Brennan,Martin,1879-09-21,M,rep,IL,Democrat
8391,Brooks,Joshua,1884-02-27,M,rep,PA,Democrat
8392,Brunner,William,1887-09-15,M,rep,NY,Democrat
8394,Burke,Edward,1880-11-28,M,sen,NE,Democrat
8396,Byrns,Joseph,1869-07-20,M,rep,TN,Democrat
8397,Carden,Cap,1866-12-17,M,rep,KY,Democrat
8398,Carmichael,Archibald,1864-06-17,M,rep,AL,Democrat
8399,Carpenter,William,1894-04-24,M,rep,KS,Democrat
8400,Cary,Glover,1885-05-01,M,rep,KY,Democrat
8401,Castellow,Bryant,1876-07-29,M,rep,GA,Democrat
8404,Claiborne,James,1882-06-22,M,rep,MO,Democrat
8406,Condon,Francis,1891-11-11,M,rep,RI,Democrat
8408,Copeland,Royal,1868-11-07,M,sen,NY,Democrat
8409,Corning,Parker,1874-01-22,M,rep,NY,Democrat
8410,Cross,Oliver,1868-07-13,M,rep,TX,Democrat
8411,Dear,Cleveland,1888-08-22,M,rep,LA,Democrat
8413,Dietrich,Charles,1889-07-30,M,rep,PA,Democrat
8414,Dobbins,Donald,1878-03-20,M,rep,IL,Democrat
8415,Donahey,Alvin,1873-07-07,M,sen,OH,Democrat
8417,Driscoll,Denis,1871-03-27,M,rep,PA,Democrat
8418,Duffey,Warren,1886-01-24,M,rep,OH,Democrat
8419,Duffy,James,1878-11-25,M,rep,NY,Democrat
8420,Dunn,Aubert,1896-11-20,M,rep,MS,Democrat
8421,Eagle,Joe,1870-01-23,M,rep,TX,Democrat
8422,Earhart,Daniel,1907-05-28,M,rep,OH,Democrat
8425,Fiesinger,William,1877-10-25,M,rep,OH,Democrat
8427,Gassaway,Percy,1885-08-30,M,rep,OK,Democrat
8428,Granfield,William,1889-12-18,M,rep,MA,Democrat
8429,Greenway,Isabella,1886-03-22,F,rep,AZ,Democrat
8430,Gregory,William,1877-10-21,M,rep,KY,Democrat
8431,Griffin,Anthony,1866-04-01,M,rep,NY,Democrat
8434,Hamlin,Simon,1866-08-10,M,rep,ME,Democrat
8435,Hammond,Peter,1887-06-30,M,rep,OH,Democrat
8437,Hill,Samuel,1875-04-02,M,rep,WA,Democrat
8438,Hoeppel,John,1881-02-10,M,rep,CA,Democrat
8440,Holt,Rush,1905-06-19,M,sen,WV,Democrat
8441,Huddleston,George,1869-11-11,M,rep,AL,Democrat
8442,Igoe,Michael,1885-04-16,M,rep,IL,Democrat
8443,Jacobsen,Bernhard,1862-03-26,M,rep,IA,Democrat
8446,King,William,1863-06-03,M,sen,UT,Democrat
8448,Lloyd,Wesley,1883-07-24,M,rep,WA,Democrat
8451,Mason,Harry,1873-12-16,M,rep,IL,Democrat
8452,McDuffie,John,1883-09-25,M,rep,AL,Democrat
8453,McSwain,John,1875-05-01,M,rep,SC,Democrat
8455,Minton,Sherman,1890-10-20,M,sen,IN,Democrat
8456,Monaghan,Joseph,1906-03-26,M,rep,MT,Democrat
8457,Montet,Numa,1892-09-17,M,rep,LA,Democrat
8458,Moore,Arthur,1877-07-03,M,sen,NJ,Democrat
8459,Moran,Edward,1894-12-29,M,rep,ME,Democrat
8460,Moritz,Theodore,1892-02-10,M,rep,PA,Democrat
8461,Oliver,William,1867-05-23,M,rep,AL,Democrat
8462,Parks,Tilman,1872-05-14,M,rep,AR,Democrat
8464,Pittman,Key,1872-09-12,M,sen,NV,Democrat
8466,Richardson,William,1886-09-03,M,rep,PA,Democrat
8467,Rogers,William,1892-01-10,M,rep,NH,Democrat
8468,Rudd,Stephen,1874-12-11,M,rep,NY,Democrat
8469,Russell,Richard,1891-03-03,M,rep,MA,Democrat
8470,Sandlin,John,1872-02-24,M,rep,LA,Democrat
8471,Schwellenbach,Lewis,1894-09-20,M,sen,WA,Democrat
8472,Sears,William,1874-12-04,M,rep,FL,Democrat
8473,Sisson,Frederick,1879-03-31,M,rep,NY,Democrat
8476,Tonry,Richard,1893-09-30,M,rep,NY,Democrat
8478,Trammell,Park,1876-04-09,M,sen,FL,Democrat
8479,Truax,Charles,1887-02-01,M,rep,OH,Democrat
8481,Underwood,Mell,1892-01-30,M,rep,OH,Democrat
8482,Utterback,Hubert,1880-06-28,M,rep,IA,Democrat
8483,Werner,Theodore,1892-06-02,M,rep,SD,Democrat
8484,Wilson,Riley,1871-11-12,M,rep,LA,Democrat
8486,Zioncheck,Marion,1901-12-05,M,rep,WA,Democrat
8487,Brown,Prentiss,1889-06-18,M,sen,MI,Democrat
8488,Hill,William,1873-10-17,M,sen,FL,Democrat
8489,Hitchcock,Herbert,1867-08-22,M,sen,SD,Democrat
8491,Loftin,Scott,1878-09-14,M,sen,FL,Democrat
8492,Long,Rose,1892-04-08,F,sen,LA,Democrat
8494,Aleshire,Arthur,1900-02-15,M,rep,OH,Democrat
8495,Allen,William,1883-01-19,M,rep,DE,Democrat
8497,Atkinson,Richard,1894-02-06,M,rep,TN,Democrat
8500,Berry,George,1882-09-12,M,sen,TN,Democrat
8501,Biermann,Frederick,1884-03-20,M,rep,IA,Democrat
8502,Bigelow,Herbert,1870-01-04,M,rep,OH,Democrat
8503,Binderup,Charles,1873-03-05,M,rep,NE,Democrat
8506,Boyer,Lewis,1886-05-19,M,rep,IL,Democrat
8507,Boylan,John,1878-09-20,M,rep,NY,Democrat
8508,Buchanan,James,1867-04-30,M,rep,TX,Democrat
8509,Bulow,William,1869-01-13,M,sen,SD,Democrat
8510,Byrnes,James,1882-05-02,M,sen,SC,Democrat
8511,Cannon,Raymond,1894-08-26,M,rep,WI,Democrat
8512,Champion,Edwin,1890-09-18,M,rep,IL,Democrat
8513,Citron,William,1896-08-29,M,rep,CT,Democrat
8514,Colden,Charles,1870-08-24,M,rep,CA,Democrat
8515,Connery,William,1888-08-24,M,rep,MA,Democrat
8516,Crosby,Charles,1876-09-29,M,rep,PA,Democrat
8517,De Muth,Peter,1892-01-01,M,rep,PA,Democrat
8518,Deen,Braswell,1893-06-28,M,rep,GA,Democrat
8519,Dixon,Joseph,1879-06-03,M,rep,OH,Democrat
8520,Dockweiler,John,1895-09-19,M,rep,CA,Democrat
8521,Dorsey,Frank,1891-04-26,M,rep,PA,Democrat
8522,Drew,Ira,1878-08-31,M,rep,PA,Democrat
8523,Driver,William,1873-03-02,M,rep,AR,Democrat
8524,Eckert,Charles,1868-01-20,M,rep,PA,Democrat
8525,Eicher,Edward,1878-12-16,M,rep,IA,Democrat
8526,Ellenbogen,Henry,1900-04-03,M,rep,PA,Democrat
8527,Farley,James,1871-02-24,M,rep,IN,Democrat
8528,Fleger,Anthony,1900-10-21,M,rep,OH,Democrat
8529,Fletcher,Thomas,1879-10-10,M,rep,OH,Democrat
8531,Frey,Oliver,1887-09-07,M,rep,PA,Democrat
8532,Fuller,Claude,1876-01-20,M,rep,AR,Democrat
8533,Gambrill,Stephen,1873-10-02,M,rep,MD,Democrat
8534,Gasque,Allard,1873-03-08,M,rep,SC,Democrat
8535,Gasque,Elizabeth,1886-02-26,F,rep,SC,Democrat
8536,Gildea,James,1890-10-21,M,rep,PA,Democrat
8537,Gingery,Don,1884-02-19,M,rep,PA,Democrat
8539,Graves,Dixie,1882-07-26,F,sen,AL,Democrat
8540,Gray,Finly,1863-07-21,M,rep,IN,Democrat
8541,Gray,Joseph,1884-02-25,M,rep,PA,Democrat
8542,Greenwood,Arthur,1880-01-31,M,rep,IN,Democrat
8543,Greever,Paul,1891-09-28,M,rep,WY,Democrat
8544,Griswold,Glenn,1890-01-20,M,rep,IN,Democrat
8545,Hamilton,Norman,1877-11-13,M,rep,VA,Democrat
8546,Hancock,Franklin,1894-11-01,M,rep,NC,Democrat
8547,Harlan,Byron,1886-10-22,M,rep,OH,Democrat
8548,Harrison,Byron,1881-08-29,M,sen,MS,Democrat
8549,Herring,Clyde,1879-05-03,M,sen,IA,Democrat
8550,Higgins,John,1893-02-19,M,rep,MA,Democrat
8551,Hildebrandt,Fred,1874-08-02,M,rep,SD,Democrat
8552,Hill,Robert,1874-04-18,M,rep,OK,Democrat
8553,Honeyman,Nan,1881-07-15,F,rep,OR,Democrat
8554,Hughes,James,1867-01-14,M,sen,DE,Democrat
8555,Jenckes,Virginia,1877-11-06,F,rep,IN,Democrat
8557,Kelly,George,1900-12-12,M,rep,NY,Democrat
8558,Kenney,Edward,1884-08-11,M,rep,NJ,Democrat
8559,Kloeb,Frank,1890-06-16,M,rep,OH,Democrat
8560,Kniffin,Frank,1894-04-26,M,rep,OH,Democrat
8562,Lambeth,John,1896-01-10,M,rep,NC,Democrat
8563,Lamneck,Arthur,1880-03-12,M,rep,OH,Democrat
8564,Lanzetta,James,1894-12-21,M,rep,NY,Democrat
8565,Lee,Joshua,1892-01-23,M,sen,OK,Democrat
8566,Lewis,David,1869-05-01,M,rep,MD,Democrat
8567,Lewis,James,1863-05-18,M,sen,IL,Democrat
8568,Logan,Marvel,1874-01-07,M,sen,KY,Democrat
8569,Long,Lewis,1883-06-22,M,rep,IL,Democrat
8570,Luckey,Henry,1868-11-22,M,rep,NE,Democrat
8571,Luecke,John,1889-07-04,M,rep,MI,Democrat
8573,Mahon,Gabriel,1889-11-11,M,rep,SC,Democrat
8574,Maverick,Fontaine,1895-10-23,M,rep,TX,Democrat
8575,McFarlane,William,1894-07-17,M,rep,TX,Democrat
8576,McGrath,John,1872-07-23,M,rep,CA,Democrat
8577,McGroarty,John,1862-08-20,M,rep,CA,Democrat
8578,Meeks,James,1864-03-07,M,rep,IL,Democrat
8580,Miller,John,1888-05-15,M,sen,AR,Democrat
8581,Mitchell,John,1877-09-26,M,rep,TN,Democrat
8582,Montague,Andrew,1862-10-03,M,rep,VA,Democrat
8583,Mosier,Harold,1889-07-24,M,rep,OH,Democrat
8585,O’Connell,Jerry,1909-06-14,M,rep,MT,Democrat
8586,O’Connell,John,1872-08-10,M,rep,RI,Democrat
8587,O’Connor,John,1885-11-23,M,rep,NY,Democrat
8588,O’Malley,Thomas,1903-03-24,M,rep,WI,Democrat
8589,O’Neill,Edward,1903-07-10,M,rep,NJ,Democrat
8590,Palmisano,Vincent,1882-08-05,M,rep,MD,Democrat
8592,Patterson,Edward,1895-10-04,M,rep,KS,Democrat
8593,Pettengill,Samuel,1886-01-19,M,rep,IN,Democrat
8594,Peyser,Theodore,1873-02-18,M,rep,NY,Democrat
8595,Phillips,Alfred,1894-04-23,M,rep,CT,Democrat
8596,Quinn,James,1875-09-08,M,rep,PA,Democrat
8597,Reilly,Michael,1869-07-15,M,rep,WI,Democrat
8598,Rigney,Hugh,1873-07-31,M,rep,IL,Democrat
8599,Roy,Alphonse,1897-10-26,M,rep,NH,Democrat
8600,Sanders,Morgan,1878-07-14,M,rep,TX,Democrat
8602,Schwartz,Henry,1869-05-18,M,sen,WY,Democrat
8603,Scott,Byron,1903-03-21,M,rep,CA,Democrat
8604,Sheppard,Morris,1875-05-28,M,sen,TX,Democrat
8605,Smathers,William,1891-01-07,M,sen,NJ,Democrat
8606,Smith,Gomer,1896-07-11,M,rep,OK,Democrat
8608,Stack,Michael,1888-09-29,M,rep,PA,Democrat
8609,Stubbs,Henry,1881-03-04,M,rep,CA,Democrat
8610,Swope,Guy,1892-12-26,M,rep,PA,Democrat
8611,Taylor,John,1890-03-02,M,rep,SC,Democrat
8613,Thompson,Chester,1893-09-19,M,rep,IL,Democrat
8615,Towey,Frank,1895-11-05,M,rep,NJ,Democrat
8616,Transue,Andrew,1903-01-12,M,rep,MI,Democrat
8617,Vinson,Frederick,1890-01-22,M,rep,KY,Democrat
8618,Wearin,Otha,1903-01-10,M,rep,IA,Democrat
8619,Wilcox,James,1890-05-21,M,rep,FL,Democrat
8621,Milton,John,1881-01-21,M,sen,NJ,Democrat
8623,Reames,Alfred,1870-02-05,M,sen,OR,Democrat
8624,Storke,Thomas,1876-11-23,M,sen,CA,Democrat
8625,Adams,Alva,1875-10-29,M,sen,CO,Democrat
8627,Allen,Robert,1902-08-24,M,rep,PA,Democrat
8628,Anderson,Charles,1899-09-26,M,rep,MO,Democrat
8629,Ashbrook,William,1867-07-01,M,rep,OH,Democrat
8632,Bankhead,William,1874-04-12,M,rep,AL,Democrat
8635,Bone,Homer,1883-01-25,M,sen,WA,Democrat
8636,Burney,William,1893-09-11,M,rep,CO,Democrat
8637,Byrns,Joseph,1903-08-15,M,rep,TN,Democrat
8638,Caldwell,Millard,1897-02-06,M,rep,FL,Democrat
8639,Caraway,Hattie,1878-02-01,F,sen,AR,Democrat
8640,Chandler,Walter,1887-10-05,M,rep,TN,Democrat
8641,Clark,David,1902-04-02,M,sen,ID,Democrat
8642,Clark,Joel,1890-01-08,M,sen,MO,Democrat
8643,Cravens,William,1872-01-17,M,rep,AR,Democrat
8644,Crowe,Eugene,1878-01-05,M,rep,IN,Democrat
8645,Cummings,Fred,1864-09-18,M,rep,CO,Democrat
8646,Curley,Edward,1873-05-23,M,rep,NY,Democrat
8647,Daly,John,1872-02-13,M,rep,PA,Democrat
8651,De Rouen,René,1874-01-07,M,rep,LA,Democrat
8653,Dunn,Matthew,1886-08-15,M,rep,PA,Democrat
8655,Evans,Marcellus,1884-09-22,M,rep,NY,Democrat
8656,Ferguson,Phillip,1903-08-15,M,rep,OK,Democrat
8657,Fernández,Joachim,1896-08-14,M,rep,LA,Democrat
8658,Fries,Frank,1893-05-01,M,rep,IL,Democrat
